,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3264,38105284,https://www.airbnb.com/rooms/38105284,20240927024131,2024-09-27,city scrape,"駅15分/渋谷,新宿 15min Sta/15min Shinjyuku&Shibuya/Quiet","I started Air bnb because I like to talk to many people through my domestic and international travels.I look forward to seeing you.<br /><br /><br />1. Location/13-15 minutes on foot from Place<br />Station, 5-minute walk to convenience store and pharmacy<br /><br />13-15 minutes from main station/5 minutes to convenience store and drug store<br /><br />- 15 min by train to Shinjuku/Shibuya<br /><br />15 minutes to Shinjyuku and Shibuya station by train<br /><br /><br />2. Quiet because of the building/Apartment<br /><br />residential neighborhood<br />Please note that it is not possible to park bicycles or motorbikes in the Quite place.<br /><br />If confirmed, there will be additional charges.<br /><br /><br />3. profile<br /><br />I also have experience working for an American company, so I don't have any problems communicating in English.<br />I have experienced to work at US company thus I can communicate with English","・ Because it is a residential area, it is very quiet/Very quiet area due to residential street<br />・ 5 minutes on foot from the main street, there are also restaurants/There are a lot of restaurants in 5 Min by walk<br />・ There are big parks (Baji-Koen and Kinuta-Koen)",https://a0.muscache.com/pictures/50b45c86-201d-48d7-9c75-fc2521ebcb3e.jpg,289269252,https://www.airbnb.com/users/show/289269252,裕一,2019-08-26,,,within a day,86%,76%,t,https://a0.muscache.com/im/pictures/user/fe47dcab-918f-449f-9955-adee78f465c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fe47dcab-918f-449f-9955-adee78f465c9.jpg?aki_policy=profile_x_medium,Setagaya District,1,2,"['email', 'phone']",t,t,"Setagaya City, Tōkyō-to, Japan",Setagaya Ku,,35.64233,139.62744,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Essentials"", ""Cooking basics"", ""Hangers"", ""Shampoo"", ""Stove"", ""Self check-in"", ""Microwave"", ""Lockbox"", ""Air conditioning"", ""Private entrance"", ""Bathtub"", ""Body soap"", ""Kitchen"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Fire extinguisher"", ""First aid kit"", ""Hot water"", ""Heating"", ""Wifi"", ""Dishes and silverware"", ""Washer""]","$5,900.00",5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,,t,1,5,8,39,2024-09-27,22,2,0,2019-10-24,2024-01-04,4.82,4.64,4.64,4.95,4.95,4.36,4.64,M130020891,f,1,1,0,0,0.37
3316,38224427,https://www.airbnb.com/rooms/38224427,20240927024131,2024-09-27,previous scrape,Tokyo Vintage Designer's house : 11 min to Haneda,"A cozy quaint house designed by my father. This old yet stylish whole house is available for guests. Walking distance to supermarkets, convenience stores and all kinds of restaurants. <br />6 min walk from Heiwajima station which is direct access to Haneda Airport (11 min), Shinagawa (7 min), Yokohama (16 min), Higashi-Ginza (21 min) and Asakusa (32 min).","1 min from a supermarket, there is a small but nice shopping street near Omori-machi station (6 min walk from the house). You can enjoy local life in Tokyo.",https://a0.muscache.com/pictures/8a4dfbe9-df47-438e-a716-ec043615dfc7.jpg,187036559,https://www.airbnb.com/users/show/187036559,Mizuki,2018-04-30,"Minato City, Japan",,within a day,100%,93%,t,https://a0.muscache.com/im/pictures/user/5321efef-0976-413d-aebb-07d663127c7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5321efef-0976-413d-aebb-07d663127c7c.jpg?aki_policy=profile_x_medium,Ota District,1,1,"['email', 'phone']",t,t,"Ota City, Tōkyō-to, Japan",Ota Ku,,35.57621,139.73377,Entire home,Entire home/apt,4,,1 bath,1.0,,"[""Essentials"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Shampoo"", ""Self check-in"", ""Lockbox"", ""Microwave"", ""Cleaning products"", ""Conditioner"", ""Air conditioning"", ""Private entrance"", ""Bathtub"", ""Laundromat nearby"", ""Freezer"", ""Body soap"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Children\u2019s books and toys"", ""Clothing storage: wardrobe"", ""Fire extinguisher"", ""Bidet"", ""Extra pillows and blankets"", ""First aid kit"", ""Hot water"", ""Heating"", ""Wifi"", ""Dishes and silverware"", ""Washer"", ""Books and reading material""]",,3,31,3.0,3.0,31.0,31.0,3.0,31.0,,t,1,1,2,2,2024-09-27,29,7,0,2020-07-31,2024-06-16,4.69,4.76,4.21,4.79,4.79,4.79,4.79,M130022934,f,1,1,0,0,0.57
3326,37824696,https://www.airbnb.com/rooms/37824696,20240927024131,2024-09-27,city scrape,Tokyo Ikebukuro area 大心隱泊（五）東京 池袋エリア駅から徒歩6分中国語&日本語,"★ Minsu is located in <br />1 ️ ️ Nishi Sugamo Station in Toshima-ku, Tokyo is only 6 minutes walk away! 2 ️ ️ There is also a tram stop ""Gheishizuka"" where you can use it 3 minutes from the homestay road!<br />★ HOW TO ARRIVE B&B FROM THE AIRPORT<br />1 ️ ★ Friends from Haneda Airport, just take the Keikyu Airport Express from Haneda Airport and you can get to B&B from the airport by turning the car once in 46 minutes!<br />2 ️ Friends from Narita Airport can take skyline to Nippori Yamanote Line to [Sugamo] and then Toei Mita Line as one station to ""Nishi Sugamo"" station!<br />★ From Nishi Sugamo station to famous sightseeing spot<br />1 ️ ★ Tokyo Giant Egg [Suidobashi station] One Direct Train 9 ️ min<br />2 ️ train🚃 to Ikebukuro 14min<br />3 ️ train🚃 to Shinjuku 19min<br />4 ️ 20 mins train🚃 to Ueno<br />5 ️ 24 mins train🚃 to Akihabara<br />6 ️ Train🚃 to Asakusa 26 min<br />7 ️ Train🚃 to Shibuya 26 min<br /><br />Chinese OK] [Japanese OK]<br />- This is a nice house in Tokyo. Homes","★ Nearby ★<br /><br /> ★ Location is a 6-minute walk from Nishi Sugamo Station on the Toei Mita Line.<br />★ It is a good access station because 2 lines can be used in 3 min walk from Heishizuka Station on the Toden Arakawa Line.<br /><br /><br />Sugamo shopping district, commercial facilities, supermarkets, famous restaurants, and drugstores are also convenient for shopping in front of Heishizuka station.",https://a0.muscache.com/pictures/ea3c52b7-d195-43f9-9e3d-f89e85be234f.jpg,116456984,https://www.airbnb.com/users/show/116456984,Tzuting,2017-02-14,"Tokyo, Japan","Hello! Thank you so much for taking time reading my listing!
I originally come from Taiwan and currently living in Japan.
I hope I can offer my guests assistance via hosting listings on Airbnb,to help each and every one of them enjoy the stay and trip.
Then here I am!
Please feel free to contact me shall you have anything to enquiry about.
I am loocking forward to hosting you! 

大家,初次见面｡
谢谢您花时间看了我的房屋简介｡
我是住在日本的台湾人｡
通过Airbnb为世界上各个国家的朋友提供真诚的服务,增加在日本的乐趣是我的愿望｡
愿您能在我家舒适停泊,请一定要给我这个机会!
衷心地期望您的到来｡


여러분 안녕하세요.
저희 숙소를 찾아주셔서 감사합니다!
저는 일본에 거주하고 있는 대만인입니다.지금 집에서 양육을 하고 있습니다.
Airbnb를 통해서 세계 각국 여러분들을 대접하고 일본에서의 체류가 즐거운 추억이 됬으면합니다.
그래서 편리하고 예쁜 집을 제공해 드릴려고 생각합니다.
꼭 숙박해주시기 바랍니다.
질문이 있으시면 마음 편하게 문의 주세요.


ありがとうございます! 私は日本に在住の台湾人です｡ Airbnbを通して世界中の方々をおもてなしして､便利で綺麗な家を提供いたします｡
お客様の日本でのご滞在をより楽しく快適にして頂くよう､家族一同心よりお待ちしております｡",within a day,50%,,f,https://a0.muscache.com/im/pictures/user/da1de13e-5979-4567-8b8c-4f14c4937db3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/da1de13e-5979-4567-8b8c-4f14c4937db3.jpg?aki_policy=profile_x_medium,Arakawa District,4,5,"['email', 'phone']",t,t,"Toshima City, Tōkyō-to, Japan",Toshima Ku,,35.73908,139.72717,Entire home,Entire home/apt,8,1.0,1 bath,2.0,3.0,"[""Essentials"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Hot water"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Fire extinguisher"", ""Oven"", ""Hangers"", ""Shampoo"", ""TV"", ""Microwave"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Kitchen""]","$19,800.00",3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,t,0,0,0,0,2024-09-27,14,0,0,2019-09-12,2020-01-31,4.93,5.0,4.93,4.93,5.0,4.86,4.93,M130019770,f,2,2,0,0,0.23
3355,38339616,https://www.airbnb.com/rooms/38339616,20240927024131,2024-09-27,city scrape,PRIVATE FLOOR!! MAX 25people ☆LIGHTNING HOTEL☆,"An entire private floor for your group. Perfect for big groups who wants a space for themselves! Central Asakusa, 5 minute walk from Senso-ji!<br /><br /> Newly built hotel with high quality capsules for up to 24 people!  <br /><br />The floor includes;<br /> 4 toilets and 2 showers and a bathtub.<br />Daily housekeeping and refilling of amenities.<br />24 hours staff to help you with any questions.","As a cultural center of Tokyo Asakusa has a lot to offer. Food, traditional japanese shopping and food, the oldest theme park in Japan, Tokyo Skytree view and a lot of Cutural landmarks such as Sensoji and Kaminarimon.",https://a0.muscache.com/pictures/bf3eec57-87c0-4997-a506-a5326dc2a40e.jpg,267829517,https://www.airbnb.com/users/show/267829517,ライトニングホテル,2019-06-11,,,within a day,100%,17%,f,https://a0.muscache.com/im/pictures/user/ebe711b4-0f6a-4464-bff2-d40567dbeb64.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ebe711b4-0f6a-4464-bff2-d40567dbeb64.jpg?aki_policy=profile_x_medium,,6,8,"['email', 'phone']",t,t,"Taito City, Tokyo, Japan",Taito Ku,,35.71162,139.79155,Private room in hostel,Private room,16,3.0,3 baths,1.0,24.0,"[""Essentials"", ""Bed linens"", ""\u30af\u30e9\u30b7\u30a8 shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Microwave"", ""Iron"", ""Air conditioning"", ""Elevator"", ""Host greets you"", ""Dedicated workspace"", ""Hair dryer"", ""Smoke alarm"", ""\u30af\u30e9\u30b7\u30a8 conditioner"", ""Fire extinguisher"", ""\u30af\u30e9\u30b7\u30a8 body soap"", ""Clothing storage"", ""Bidet"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""First aid kit"", ""Heating"", ""Wifi"", ""Washer"", ""Luggage dropoff allowed"", ""Room-darkening shades""]","$90,000.00",1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,23,50,80,86,2024-09-27,1,1,0,2023-12-16,2023-12-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Hotels and Inns Business Act | 東京都台東区保健所生活環境課 | 30台台健生環き第224号,f,6,0,6,0,0.1
3564,39188951,https://www.airbnb.com/rooms/39188951,20240927024131,2024-09-27,city scrape,Large house in Tokyo with Beautiful Garden,"Hi, Thanks for viewing my house. My name is Mieko and the host of this house. <br /><br />The house is located Shakuji Koen area and is filled with greens. 3 generations, over 100 years, have been living in this area. The house has beautiful garden and the host is taking care of all trees and flowers by herself.<br /><br />I recommend this house to those who seek quiet atmosphere and  big space in Tokyo. Also families and car traveller are suitable.","there is convenience store and pharmacy 1 mins away from the house. There is cinema in walking distance. Shakuji Koen area is filled with green. Near the station, there are many shops and restaurants.",https://a0.muscache.com/pictures/pro_photo_tool/Hosting-39188951-unapproved/original/3ba45453-dfdb-4b44-aa7b-2d116fb836b4.JPEG,287994369,https://www.airbnb.com/users/show/287994369,美恵子,2019-08-22,"Nerima City, Japan","こんにちは。石神井公園の緑豊かな地に､ひっそりと民泊をはじめました。和風の庭があり国内外の方々に見ていただければと思っております。

Hello. I've just started hosting guests to the part of my house with a beautiful Japanese Garden. As I myself learn different languages, I would like to host people from all over the world.",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/d7196bef-3988-4d9c-9ed3-012ffab892f3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d7196bef-3988-4d9c-9ed3-012ffab892f3.jpg?aki_policy=profile_x_medium,Nerima District,1,6,"['email', 'phone', 'work_email']",t,t,"Nerima City, Tōkyō-to, Japan",Nerima Ku,,35.75225,139.60412,Private room in home,Private room,3,0.5,Private half-bath,1.0,2.0,"[""Essentials"", ""Bed linens"", ""Hangers"", ""Shampoo"", ""Cleaning products"", ""Conditioner"", ""Iron"", ""Air conditioning"", ""Private entrance"", ""Free washer \u2013 In unit"", ""Body soap"", ""Host greets you"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Courtyard view"", ""Heating - split type ductless system"", ""Extra pillows and blankets"", ""Private living room"", ""Hot water"", ""Wifi"", ""Free parking on premises"", ""TV"", ""Dishes and silverware"", ""Hot water kettle""]","$10,000.00",1,3,1.0,1.0,3.0,3.0,1.0,3.0,,t,0,2,11,11,2024-09-27,12,0,0,2022-04-03,2023-04-18,4.92,4.92,4.92,4.92,5.0,4.75,4.92,M130019132,f,1,0,1,0,0.4
3598,39257249,https://www.airbnb.com/rooms/39257249,20240927024131,2024-09-27,city scrape,"205 A wondeful, stylish convenient sparkling clean","This is a beautiful room that is completely private and has just been renovated.You can have a pleasant stay.<br /><br />I work about 30 minutes away.Telephone and email are available 24 hours a day.In case of emergency, we will take care of it locally.<br />There is a vending machine on the first floor of the building.<br />There is a pizza cafe on the 1F in the pizza cafe and yakitori bar.Both are delicious and delicious shops that are just around the corner.<br /><br />1 min walk to convenience store, 24h restaurant.<br />2 minutes on foot 24h supermarket<br />3 minutes on foot from Hamadayama Station<br /><br />There is Seijo Ishii in front of the station and there are also international ingredients.<br /><br />Other ramen shops, long-established eel shops, Japanese beef kaiseki restaurants, nail salons, bookstores, miscellaneous goods, and fashion.There is a lot to see in the shopping streets of Hamadayama.<br />Enjoy yourself.",,https://a0.muscache.com/pictures/35799689-e6c5-4dfb-a67e-71b32e65c353.jpg,138109993,https://www.airbnb.com/users/show/138109993,Sae,2017-07-02,"Tokyo, Japan","こんにちは、私はビル管理の仕事をしています。おもてなしが大好きです。

私のリスティングは全て自社ビルのお部屋です。快適な時間をお届けするために日々努力をしています。

日本 東京 私の部屋に是非遊びに来てください！

心よりお待ちしております。
さえ



",within a day,100%,100%,t,https://a0.muscache.com/im/pictures/user/fa8b7cf5-9463-4797-b99a-f8cfd8805fec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fa8b7cf5-9463-4797-b99a-f8cfd8805fec.jpg?aki_policy=profile_x_medium,Suginami District,5,5,"['email', 'phone']",t,t,,Suginami Ku,,35.6843147277832,139.62869262695312,Entire condo,Entire home/apt,1,1.0,1 bath,1.0,2.0,"[""Essentials"", ""Bed linens"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Shampoo"", ""Microwave"", ""Coffee maker"", ""Iron"", ""Private patio or balcony"", ""Private entrance"", ""Bathtub"", ""Exterior or entryway security camera present"", ""Stainless steel electric stove"", ""Kitchen"", ""AC - split type ductless system"", ""Dedicated workspace"", ""Hair dryer"", ""Long term stays allowed"", ""Smoke alarm"", ""Refrigerator"", ""Cleaning available during stay"", ""Fire extinguisher"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Paid parking off premises"", ""First aid kit"", ""Hot water"", ""Heating"", ""Wifi"", ""Breakfast"", ""20 inch HDTV with DVD player"", ""Dishes and silverware"", ""Washer"", ""Luggage dropoff allowed"", ""Dryer"", ""Room-darkening shades""]","$15,960.00",180,180,180.0,180.0,1125.0,1125.0,180.0,1125.0,,t,29,59,89,270,2024-09-27,18,1,0,2019-10-30,2023-11-28,4.89,4.83,5.0,4.94,5.0,4.94,4.83,M130020750,t,3,3,0,0,0.3
3875,40351799,https://www.airbnb.com/rooms/40351799,20240927024131,2024-09-27,previous scrape,4mins->ShinOkachimachi Sta/Family Room/Upper Floor,"★★Our hotel only has stairs★★<br /><br />[About 4 minutes on foot from Shin Okachimachi Station] Family Room in Upper Floor<br /><br />Sakura Cross Hotel Ueno Okachimachi is a beautiful hotel opened in 2019 and close to the station.<br />This is a completely private hotel located in a convenient location near the station. Please use it as a base for business trips, sightseeing, expedition, etc.<br />Rooms are equipped with towels, air conditioning and flat-screen TV! The entire hotel is non-smoking.",Popular spots around<br />Located in Taitung<br />Ueno Park-16 min walk<br />Akihabara Electric Town-21 min walk<br />National Museum of Science-22 min walk<br />Tokyo National Museum-25 min walk<br />Sensoji Temple-25 min walk<br />Edo Tokyo Museum-26 min walk<br />Asakusa Shrine-26 min walk,https://a0.muscache.com/pictures/miso/Hosting-40351799/original/1b194af3-3878-4514-85c0-0282f7300d86.jpeg,310824835,https://www.airbnb.com/users/show/310824835,サクラクロスホテル上野御徒町,2019-11-20,,,within a day,80%,96%,t,https://a0.muscache.com/im/pictures/user/f643b6eb-e405-490f-977f-5237bf2ece72.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f643b6eb-e405-490f-977f-5237bf2ece72.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,"Taito City, Tokyo, Japan",Taito Ku,,35.70559,139.78334,Room in hotel,Private room,4,,1 private bath,1.0,,"[""Dedicated workspace"", ""Essentials"", ""Hair dryer"", ""Keypad"", ""Smoke alarm"", ""Hot water"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Self check-in"", ""TV"", ""Shampoo"", ""Body soap"", ""Conditioner""]",,1,30,1.0,1.0,30.0,30.0,1.0,30.0,,t,2,10,29,102,2024-09-27,13,7,0,2021-05-23,2024-06-03,4.69,4.77,4.92,4.31,4.69,4.77,4.69,Hotels and Inns Business Act | 東京都台東区台東保健所 | 3台台健生環き第10125号,t,6,0,6,0,0.32
3876,40352397,https://www.airbnb.com/rooms/40352397,20240927024131,2024-09-27,previous scrape,4mins->Shin Okachimachi Sta./Family Room,"★★Our hotel only has stairs★★<br /><br />[About 4 minutes on foot from Shin Okachimachi Station] Family Room<br /><br />Sakura Cross Hotel Ueno Okachimachi is a beautiful hotel opened in 2019 and close to the station.<br />This is a completely private hotel located in a convenient location near the station. Please use it as a base for business trips, sightseeing, expedition, etc.<br />Rooms are equipped with towels, air conditioning and flat-screen TV! The entire hotel is non-smoking.",Popular spots around<br />Located in Taitung<br />Ueno Park-16 min walk<br />Akihabara Electric Town-21 min walk<br />National Museum of Science-22 min walk<br />Tokyo National Museum-25 min walk<br />Sensoji Temple-25 min walk<br />Edo Tokyo Museum-26 min walk<br />Asakusa Shrine-26 min walk,https://a0.muscache.com/pictures/miso/Hosting-40352397/original/9ebdf598-6581-44ca-8bc7-1ac582264282.jpeg,310824835,https://www.airbnb.com/users/show/310824835,サクラクロスホテル上野御徒町,2019-11-20,,,within a day,80%,96%,t,https://a0.muscache.com/im/pictures/user/f643b6eb-e405-490f-977f-5237bf2ece72.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f643b6eb-e405-490f-977f-5237bf2ece72.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,"Taito City, Tokyo, Japan",Taito Ku,,35.70564,139.78334,Room in hotel,Private room,4,,1 private bath,1.0,,"[""Dedicated workspace"", ""Essentials"", ""Hair dryer"", ""Keypad"", ""Smoke alarm"", ""Hot water"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Self check-in"", ""TV"", ""Shampoo"", ""Body soap"", ""Conditioner""]",,1,30,1.0,1.0,30.0,30.0,1.0,30.0,,t,4,25,55,136,2024-09-27,137,22,0,2021-03-07,2024-05-03,4.78,4.8,4.9,4.76,4.66,4.55,4.74,Hotels and Inns Business Act | 東京都台東区台東保健所 | 3台台健生環き第10125号,t,6,0,6,0,3.16
3877,40352611,https://www.airbnb.com/rooms/40352611,20240927024131,2024-09-27,previous scrape,4mins->Shin Okachimachi Sta./Deluxe Family Room,"★★Our hotel only has stairs★★<br /><br />[About 4 minutes on foot from Shin Okachimachi Station] Deluxe Family Room<br /><br />Sakura Cross Hotel Ueno Okachimachi is a beautiful hotel opened in 2019 and close to the station.<br />This is a completely private hotel located in a convenient location near the station. Please use it as a base for business trips, sightseeing, expedition, etc.<br />Rooms are equipped with towels, air conditioning and flat-screen TV! The entire hotel is non-smoking.",Popular spots around<br />Located in Taitung<br />Ueno Park-16 min walk<br />Akihabara Electric Town-21 min walk<br />National Museum of Science-22 min walk<br />Tokyo National Museum-25 min walk<br />Sensoji Temple-25 min walk<br />Edo Tokyo Museum-26 min walk<br />Asakusa Shrine-26 min walk,https://a0.muscache.com/pictures/miso/Hosting-40352611/original/9d80414b-fb5c-453d-9a83-e7798b9cd400.jpeg,310824835,https://www.airbnb.com/users/show/310824835,サクラクロスホテル上野御徒町,2019-11-20,,,within a day,80%,96%,t,https://a0.muscache.com/im/pictures/user/f643b6eb-e405-490f-977f-5237bf2ece72.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f643b6eb-e405-490f-977f-5237bf2ece72.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,"Taito City, Tokyo, Japan",Taito Ku,,35.70559,139.78334,Room in hotel,Private room,8,,1 private bath,1.0,,"[""Dedicated workspace"", ""Essentials"", ""Hair dryer"", ""Keypad"", ""Smoke alarm"", ""Refrigerator"", ""Hot water"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Self check-in"", ""TV"", ""Shampoo"", ""Body soap"", ""Conditioner""]",,1,30,1.0,1.0,30.0,30.0,1.0,30.0,,t,5,27,57,147,2024-09-27,78,9,0,2021-02-13,2023-12-15,4.67,4.67,4.81,4.44,4.47,4.44,4.63,Hotels and Inns Business Act | 東京都台東区台東保健所 | 3台台健生環き第10125号,t,6,0,6,0,1.77
3878,40352960,https://www.airbnb.com/rooms/40352960,20240927024131,2024-09-27,previous scrape,Family Room with Balcony in Upper Floor,"★★Our hotel only has stairs★★<br /><br />[About 4 minutes on foot from Shin Okachimachi Station] Family Room with Balcony in Upper Floor<br /><br />Sakura Cross Hotel Ueno Okachimachi is a beautiful hotel opened in 2019 and close to the station.<br />This is a completely private hotel located in a convenient location near the station. Please use it as a base for business trips, sightseeing, expedition, etc.<br />Rooms are equipped with towels, air conditioning and flat-screen TV! The entire hotel is non-smoking.",Popular spots around<br />Located in Taitung<br />Ueno Park-16 min walk<br />Akihabara Electric Town-21 min walk<br />National Museum of Science-22 min walk<br />Tokyo National Museum-25 min walk<br />Sensoji Temple-25 min walk<br />Edo Tokyo Museum-26 min walk<br />Asakusa Shrine-26 min walk,https://a0.muscache.com/pictures/miso/Hosting-40352960/original/6cd773bb-2802-4744-8354-0a62dae54ee7.jpeg,310824835,https://www.airbnb.com/users/show/310824835,サクラクロスホテル上野御徒町,2019-11-20,,,within a day,80%,96%,t,https://a0.muscache.com/im/pictures/user/f643b6eb-e405-490f-977f-5237bf2ece72.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f643b6eb-e405-490f-977f-5237bf2ece72.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,"Taito City, Tokyo, Japan",Taito Ku,,35.70564,139.78334,Room in hotel,Private room,6,,1 private bath,1.0,,"[""Dedicated workspace"", ""Essentials"", ""Hair dryer"", ""Keypad"", ""Smoke alarm"", ""Hot water"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Self check-in"", ""TV"", ""Shampoo"", ""Conditioner""]",,1,30,1.0,1.0,30.0,30.0,1.0,30.0,,t,1,5,13,69,2024-09-27,10,6,0,2021-12-15,2024-01-28,4.8,4.9,4.9,4.6,4.6,4.9,4.8,Hotels and Inns Business Act | 東京都台東区台東保健所 | 3台台健生環き第10125号,t,6,0,6,0,0.29
3879,40353195,https://www.airbnb.com/rooms/40353195,20240927024131,2024-09-27,previous scrape,4mins->Station/Deluxe Family Room in Upper Floor,"★★Our hotel only has stairs★★<br /><br />[About 4 minutes on foot from Shin Okachimachi Station] Deluxe Family Room High Floor<br /><br />Sakura Cross Hotel Ueno Okachimachi is a beautiful hotel opened in 2019 and close to the station.<br />This is a completely private hotel located in a convenient location near the station. Please use it as a base for business trips, sightseeing, expedition, etc.<br />Rooms are equipped with towels, air conditioning and flat-screen TV! The entire hotel is non-smoking.",Popular spots around<br />Located in Taitung<br />Ueno Park-16 min walk<br />Akihabara Electric Town-21 min walk<br />National Museum of Science-22 min walk<br />Tokyo National Museum-25 min walk<br />Sensoji Temple-25 min walk<br />Edo Tokyo Museum-26 min walk<br />Asakusa Shrine-26 min walk,https://a0.muscache.com/pictures/miso/Hosting-40353195/original/a56620a7-b6a6-4443-a1d4-c99c5c1b812c.jpeg,310824835,https://www.airbnb.com/users/show/310824835,サクラクロスホテル上野御徒町,2019-11-20,,,within a day,80%,96%,t,https://a0.muscache.com/im/pictures/user/f643b6eb-e405-490f-977f-5237bf2ece72.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f643b6eb-e405-490f-977f-5237bf2ece72.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,"Taito City, Tokyo, Japan",Taito Ku,,35.70564,139.78334,Room in hotel,Private room,8,,1 private bath,1.0,,"[""Dedicated workspace"", ""Essentials"", ""Hair dryer"", ""Keypad"", ""Smoke alarm"", ""Hot water"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Self check-in"", ""TV"", ""Shampoo""]",,1,30,1.0,1.0,30.0,30.0,1.0,30.0,,t,5,18,37,106,2024-09-27,67,3,0,2021-02-20,2024-03-01,4.73,4.91,4.91,4.48,4.55,4.6,4.84,Hotels and Inns Business Act | 東京都台東区台東保健所 | 3台台健生環き第10125号,t,6,0,6,0,1.53
